Region	Sub-table	lower_frequency	upper_frequency	Category	Service	Footnotes
ITU Region 2		3155000	3200000		-	5.116,5.117
ITU Region 2		3155000	3200000	p	Fixed	
ITU Region 2		3155000	3200000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		3200000	3230000		-	5.116
ITU Region 2		3200000	3230000	p	Fixed	
ITU Region 2		3200000	3230000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		3200000	3230000	p	Broadcasting	5.113
ITU Region 2		3230000	3400000		-	5.116,5.118
ITU Region 2		3230000	3400000	p	Fixed	
ITU Region 2		3230000	3400000	p	Mobile except aeronautical mobile	
ITU Region 2		3230000	3400000	p	Broadcasting	5.113
ITU Region 2		3400000	3500000	p	Aeronautical Mobile (R)	
ITU Region 2		3500000	3750000		-	5.119
ITU Region 2		3500000	3750000	p	Amateur	
ITU Region 2		3750000	4000000		-	5.122,5.125
ITU Region 2		3750000	4000000	p	Amateur	
ITU Region 2		3750000	4000000	p	Fixed	
ITU Region 2		3750000	4000000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		4000000	4063000		-	5.126
ITU Region 2		4000000	4063000	p	Fixed	
ITU Region 2		4000000	4063000	p	Maritime Mobile	5.127
ITU Region 2		4063000	4438000		-	5.128
ITU Region 2		4063000	4438000	p	Maritime Mobile	5.79A,5.109,5.110,5.130,5.131,5.132
ITU Region 2		4438000	4650000	p	Fixed	
ITU Region 2		4438000	4650000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		4650000	4700000	p	Aeronautical Mobile (R)	
ITU Region 2		4700000	4750000	p	Aeronautical Mobile (OR)	
ITU Region 2		4750000	4850000	p	Fixed	
ITU Region 2		4750000	4850000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		4750000	4850000	p	Broadcasting	5.113
ITU Region 2		4850000	4995000	p	Fixed	
ITU Region 2		4850000	4995000	p	Land Mobile	
ITU Region 2		4850000	4995000	p	Broadcasting	5.113
ITU Region 2		4995000	5003000	p	Standard Frequency And Time Signal (5000 kHz)	
ITU Region 2		5003000	5005000	p	Standard Frequency And Time Signal	
ITU Region 2		5003000	5005000	s	Space Research	
ITU Region 2		5005000	5060000	p	Fixed	
ITU Region 2		5005000	5060000	p	Broadcasting	5.113
ITU Region 2		5060000	5250000		-	5.133
ITU Region 2		5060000	5250000	p	Fixed	
ITU Region 2		5060000	5250000	s	Mobile except aeronautical mobile	
ITU Region 2		5250000	5450000	p	Fixed	
ITU Region 2		5250000	5450000	p	Mobile except aeronautical mobile	
ITU Region 2		5450000	5480000	p	Aeronautical Mobile (R)	
ITU Region 2		5480000	5680000		-	5.111,5.115
ITU Region 2		5480000	5680000	p	Aeronautical Mobile (R)	
ITU Region 2		5680000	5730000		-	5.111,5.115
ITU Region 2		5680000	5730000	p	Aeronautical Mobile (OR)	
ITU Region 2		5730000	5900000	p	Fixed	
ITU Region 2		5730000	5900000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		5900000	5950000		-	5.136
ITU Region 2		5900000	5950000	p	Broadcasting	5.134
ITU Region 2		5950000	6200000	p	Broadcasting	
ITU Region 2		6200000	6525000		-	5.137
ITU Region 2		6200000	6525000	p	Maritime Mobile	5.109,5.110,5.130,5.132
ITU Region 2		6525000	6685000	p	Aeronautical Mobile (R)	
ITU Region 2		6685000	6765000	p	Aeronautical Mobile (OR)	
ITU Region 2		6765000	7000000		-	5.138
ITU Region 2		6765000	7000000	p	Fixed	
ITU Region 2		6765000	7000000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		7000000	7100000		-	5.140,5.141,5.141A
ITU Region 2		7000000	7100000	p	Amateur	
ITU Region 2		7000000	7100000	p	Amateur-Satellite	
ITU Region 2		7100000	7200000		-	5.141A,5.141B,5.142
ITU Region 2		7100000	7200000	p	Amateur	
ITU Region 2		7200000	7300000		-	5.142
ITU Region 2		7200000	7300000	p	Amateur	
ITU Region 2		7300000	7400000		-	5.143,5.143A,5.143B,5.143C,5.143D
ITU Region 2		7300000	7400000	p	Broadcasting	5.134
ITU Region 2		7400000	7450000	p	Fixed	
ITU Region 2		7400000	7450000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		7450000	8100000		-	5.144
ITU Region 2		7450000	8100000	p	Fixed	
ITU Region 2		7450000	8100000	p	Mobile except aeronautical mobile (R)	
ITU Region 2		8100000	8195000	p	Fixed	
ITU Region 2		8100000	8195000	p	Maritime Mobile	
ITU Region 2		8195000	8815000		-	5.111
ITU Region 2		8195000	8815000	p	Maritime Mobile	5.109,5.110,5.132,5.145
ITU Region 2		8815000	8965000	p	Aeronautical Mobile (R)	
ITU Region 2		8965000	9040000	p	Aeronautical Mobile (OR)	
ITU Region 2		9040000	9400000	p	Fixed	
ITU Region 2		9400000	9500000		-	5.146
ITU Region 2		9400000	9500000	p	Broadcasting	5.134
ITU Region 2		9500000	9900000		-	5.147
ITU Region 2		9500000	9900000	p	Broadcasting	
ITU Region 2		9900000	9995000	p	Fixed	
ITU Region 2		9995000	10003000		-	5.111
ITU Region 2		9995000	10003000	p	Standard Frequency And Time Signal (10000 kHz)	
ITU Region 2		10003000	10005000		-	5.111
ITU Region 2		10003000	10005000	p	Standard Frequency And Time Signal	
ITU Region 2		10003000	10005000	s	Space Research	
ITU Region 2		10005000	10100000		-	5.111
ITU Region 2		10005000	10100000	p	Aeronautical Mobile (R)	
ITU Region 2		10100000	10150000	p	Fixed	
ITU Region 2		10100000	10150000	s	Amateur	
ITU Region 2		10150000	11175000	p	Fixed	
ITU Region 2		10150000	11175000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		11175000	11275000	p	Aeronautical Mobile (OR)	
ITU Region 2		11275000	11400000	p	Aeronautical Mobile (R)	
ITU Region 2		11400000	11600000	p	Fixed	
ITU Region 2		11600000	11650000		-	5.146
ITU Region 2		11600000	11650000	p	Broadcasting	5.134
ITU Region 2		11650000	12050000		-	5.147
ITU Region 2		11650000	12050000	p	Broadcasting	
ITU Region 2		12050000	12100000		-	5.146
ITU Region 2		12050000	12100000	p	Broadcasting	5.134
ITU Region 2		12100000	12230000	p	Fixed	
ITU Region 2		12230000	13200000	p	Maritime Mobile	5.109,5.110,5.132,5.145
ITU Region 2		13200000	13260000	p	Aeronautical Mobile (OR)	
ITU Region 2		13260000	13360000	p	Aeronautical Mobile (R)	
ITU Region 2		13360000	13410000		-	5.149
ITU Region 2		13360000	13410000	p	Fixed	
ITU Region 2		13360000	13410000	p	Radio Astronomy	
ITU Region 2		13410000	13570000		-	5.15
ITU Region 2		13410000	13570000	p	Fixed	
ITU Region 2		13410000	13570000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		13570000	13600000		-	5.151
ITU Region 2		13570000	13600000	p	Broadcasting	5.134
ITU Region 2		13600000	13800000	p	Broadcasting	
ITU Region 2		13800000	13870000		-	5.151
ITU Region 2		13800000	13870000	p	Broadcasting	5.134
ITU Region 2		13870000	14000000	p	Fixed	
ITU Region 2		13870000	14000000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		14000000	14250000	p	Amateur	
ITU Region 2		14000000	14250000	p	Amateur-Satellite	
ITU Region 2		14250000	14350000		-	5.152
ITU Region 2		14250000	14350000	p	Amateur	
ITU Region 2		14350000	14990000	p	Fixed	
ITU Region 2		14350000	14990000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		14990000	15005000		-	5.111
ITU Region 2		14990000	15005000	p	Standard Frequency And Time Signal (15000 kHz)	
ITU Region 2		15005000	15010000	p	Standard Frequency And Time Signal	
ITU Region 2		15005000	15010000	s	Space Research	
ITU Region 2		15010000	15100000	p	Aeronautical Mobile (OR)	
ITU Region 2		15100000	15600000	p	Broadcasting	
ITU Region 2		15600000	15800000		-	5.146
ITU Region 2		15600000	15800000	p	Broadcasting	5.134
ITU Region 2		15800000	16360000		-	5.153
ITU Region 2		15800000	16360000	p	Fixed	
ITU Region 2		16360000	17410000	p	Maritime Mobile	5.109,5.110,5.132,5.145
ITU Region 2		17410000	17480000	p	Fixed	
ITU Region 2		17480000	17550000		-	5.146
ITU Region 2		17480000	17550000	p	Broadcasting	5.134
ITU Region 2		17550000	17900000	p	Broadcasting	
ITU Region 2		17900000	17970000	p	Aeronautical Mobile (R)	
ITU Region 2		17970000	18030000	p	Aeronautical Mobile (OR)	
ITU Region 2		18030000	18052000	p	Fixed	
ITU Region 2		18052000	18068000	p	Fixed	
ITU Region 2		18052000	18068000	s	Space Research	
ITU Region 2		18068000	18168000		-	5.154
ITU Region 2		18068000	18168000	p	Amateur	
ITU Region 2		18068000	18168000	p	Amateur-Satellite	
ITU Region 2		18168000	18780000	p	Fixed	
ITU Region 2		18168000	18780000	s	Mobile except aeronautical mobile	
ITU Region 2		18780000	18900000	p	Maritime Mobile	
ITU Region 2		18900000	19020000		-	5.146
ITU Region 2		18900000	19020000	p	Broadcasting	5.134
ITU Region 2		19020000	19680000	p	Fixed	
ITU Region 2		19680000	19800000	p	Maritime Mobile	5.132
ITU Region 2		19800000	19990000	p	Fixed	
ITU Region 2		19990000	19995000		-	5.111
ITU Region 2		19990000	19995000	p	Standard Frequency And Time Signal	
ITU Region 2		19990000	19995000	s	Space Research	
ITU Region 2		19995000	20010000		-	5.111
ITU Region 2		19995000	20010000	p	Standard Frequency And Time Signal (20000 kHz)	
ITU Region 2		20010000	21000000	p	Fixed	
ITU Region 2		20010000	21000000	s	Mobile	
ITU Region 2		21000000	21450000	p	Amateur	
ITU Region 2		21000000	21450000	p	Amateur-Satellite	
ITU Region 2		21450000	21850000	p	Broadcasting	
ITU Region 2		21850000	21870000		-	5.155
ITU Region 2		21850000	21870000	p	Fixed	5.155A
ITU Region 2		21870000	21924000	p	Fixed	5.155B
ITU Region 2		21924000	22000000	p	Aeronautical Mobile (R)	
ITU Region 2		22000000	22855000		-	5.156
ITU Region 2		22000000	22855000	p	Maritime Mobile	5.132
ITU Region 2		22855000	23000000		-	5.156
ITU Region 2		22855000	23000000	p	Fixed	
ITU Region 2		23000000	23200000		-	5.156
ITU Region 2		23000000	23200000	p	Fixed	
ITU Region 2		23000000	23200000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		23200000	23350000	p	Fixed	5.156A
ITU Region 2		23200000	23350000	p	Aeronautical Mobile (OR)	
ITU Region 2		23350000	24000000	p	Fixed	
ITU Region 2		23350000	24000000	p	Mobile except aeronautical mobile	5.157
ITU Region 2		24000000	24890000	p	Fixed	
ITU Region 2		24000000	24890000	p	Land Mobile	
ITU Region 2		24890000	24990000	p	Amateur	
ITU Region 2		24890000	24990000	p	Amateur-Satellite	
ITU Region 2		24990000	25005000	p	Standard Frequency And Time Signal (25000 kHz)	
ITU Region 2		25005000	25010000	p	Standard Frequency And Time Signal	
ITU Region 2		25005000	25010000	s	Space Research	
ITU Region 2		25010000	25070000	p	Fixed	
ITU Region 2		25010000	25070000	p	Mobile except aeronautical mobile	
ITU Region 2		25070000	25210000	p	Maritime Mobile	
ITU Region 2		25210000	25550000	p	Fixed	
ITU Region 2		25210000	25550000	p	Mobile except aeronautical mobile	
ITU Region 2		25550000	25670000		-	5.149
ITU Region 2		25550000	25670000	p	Radio Astronomy	
ITU Region 2		25670000	26100000	p	Broadcasting	
ITU Region 2		26100000	26175000	p	Maritime Mobile	5.132
ITU Region 2		26175000	27500000		-	5.15
ITU Region 2		26175000	27500000	p	Fixed	
ITU Region 2		26175000	27500000	p	Mobile except aeronautical mobile	
ITU Region 2		27500000	28000000	p	Meteorological Aids	
ITU Region 2		27500000	28000000	p	Fixed	
ITU Region 2		27500000	28000000	p	Mobile	
ITU Region 2		28000000	29700000	p	Amateur	
ITU Region 2		28000000	29700000	p	Amateur-Satellite	
ITU Region 2		29700000	30005000	p	Fixed	
ITU Region 2		29700000	30005000	p	Mobile	
ITU Region 2		30005000	30010000	p	Space Operation (satellite identification)	
ITU Region 2		30005000	30010000	p	Fixed	
ITU Region 2		30005000	30010000	p	Mobile	
ITU Region 2		30005000	30010000	p	Space Research	
ITU Region 2		30010000	37500000	p	Fixed	
ITU Region 2		30010000	37500000	p	Mobile	
ITU Region 2		37500000	38250000		-	5.149
ITU Region 2		37500000	38250000	p	Fixed	
ITU Region 2		37500000	38250000	p	Mobile	
ITU Region 2		37500000	38250000	s	Radio Astronomy	
ITU Region 2		38250000	39986000	p	Fixed	
ITU Region 2		38250000	39986000	p	Mobile	
ITU Region 2		39986000	40020000	p	Fixed	
ITU Region 2		39986000	40020000	p	Mobile	
ITU Region 2		39986000	40020000	s	Space Research	
ITU Region 2		40020000	40980000		-	5.15
ITU Region 2		40020000	40980000	p	Fixed	
ITU Region 2		40020000	40980000	p	Mobile	
ITU Region 2		40980000	41015000		-	5.160,5.161
ITU Region 2		40980000	41015000	p	Fixed	
ITU Region 2		40980000	41015000	p	Mobile	
ITU Region 2		40980000	41015000	s	Space Research	
ITU Region 2		41015000	44000000		-	5.160,5.161
ITU Region 2		41015000	44000000	p	Fixed	
ITU Region 2		41015000	44000000	p	Mobile	
ITU Region 2		44000000	47000000		-	5.162,5.162A
ITU Region 2		44000000	47000000	p	Fixed	
ITU Region 2		44000000	47000000	p	Mobile	
ITU Region 2		47000000	50000000	p	Fixed	
ITU Region 2		47000000	50000000	p	Mobile	
ITU Region 2		50000000	54000000		-	5.162A,5.166,5.167,5.168,5.170
ITU Region 2		50000000	54000000	p	Amateur	
ITU Region 2		54000000	68000000		-	5.172
ITU Region 2		54000000	68000000	p	Broadcasting	
ITU Region 2		54000000	68000000	s	Fixed	
ITU Region 2		54000000	68000000	s	Mobile	
ITU Region 2		68000000	72000000		-	5.173
ITU Region 2		68000000	72000000	p	Broadcasting	
ITU Region 2		68000000	72000000	s	Fixed	
ITU Region 2		68000000	72000000	s	Mobile	
ITU Region 2		72000000	73000000	p	Fixed	
ITU Region 2		72000000	73000000	p	Mobile	
ITU Region 2		73000000	74600000		-	5.178
ITU Region 2		73000000	74600000	p	Radio Astronomy	
ITU Region 2		74600000	74800000	p	Fixed	
ITU Region 2		74600000	74800000	p	Mobile	
ITU Region 2		74800000	75200000		-	5.180,5.181
ITU Region 2		74800000	75200000	p	Aeronautical Radionavigation	
ITU Region 2		75200000	75400000		-	5.179
ITU Region 2		75200000	75400000	p	Fixed	
ITU Region 2		75200000	75400000	p	Mobile	
ITU Region 2		75400000	76000000	p	Fixed	
ITU Region 2		75400000	76000000	p	Mobile	
ITU Region 2		76000000	88000000		-	5.185
ITU Region 2		76000000	88000000	p	Broadcasting	
ITU Region 2		76000000	88000000	s	Fixed	
ITU Region 2		76000000	88000000	s	Mobile	
ITU Region 2		100000000	108000000		-	5.192,5.194
ITU Region 2		100000000	108000000	p	Broadcasting	
ITU Region 2		108000000	117975000		-	5.197,5.197A
ITU Region 2		108000000	117975000	p	Aeronautical Radionavigation	
ITU Region 2		117975000	137000000		-	5.111,5.200,5.201,5.202
ITU Region 2		117975000	137000000	p	Aeronautical Mobile (R)	
ITU Region 2		137000000	137025000		-	5.204,5.205,5.206,5.207,5.208
ITU Region 2		137000000	137025000	p	Space Operation (space-to-Earth)	
ITU Region 2		137000000	137025000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 2		137000000	137025000	p	Mobile-Satellite (space-to-Earth) 	5.208A,5.208B,5.209
ITU Region 2		137000000	137025000	p	Space Research (space-to-Earth)	
ITU Region 2		137000000	137025000	s	Fixed	
ITU Region 2		137000000	137025000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		137025000	137175000		-	5.204,5.205,5.206,5.207,5.208
ITU Region 2		137025000	137175000	p	Space Operation (space-to-Earth)	
ITU Region 2		137025000	137175000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 2		137025000	137175000	p	Space Research (space-to-Earth)	
ITU Region 2		137025000	137175000	s	Fixed	
ITU Region 2		137025000	137175000	s	Mobile-Satellite (space-to-Earth) 	5.208A,5.208B,5.209
ITU Region 2		137025000	137175000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		137175000	137825000		-	5.204,5.205,5.206,5.207,5.208
ITU Region 2		137175000	137825000	p	Space Operation (space-to-Earth)	
ITU Region 2		137175000	137825000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 2		137175000	137825000	p	Mobile-Satellite (space-to-Earth) 	5.208A,5.208B,5.209
ITU Region 2		137175000	137825000	p	Space Research (space-to-Earth)	
ITU Region 2		137175000	137825000	s	Fixed	
ITU Region 2		137175000	137825000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		137825000	138000000		-	5.204,5.205,5.206,5.207,5.208
ITU Region 2		137825000	138000000	p	Space Operation (space-to-Earth)	
ITU Region 2		137825000	138000000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 2		137825000	138000000	p	Space Research	
ITU Region 2		137825000	138000000	s	Fixed	
ITU Region 2		137825000	138000000	s	Mobile-Satellite (space-to-Earth) 	5.208A,5.208B,5.209
ITU Region 2		137825000	138000000	s	Mobile except aeronautical mobile (R)	
ITU Region 2		138000000	143600000	p	Fixed	
ITU Region 2		138000000	143600000	p	Mobile	
ITU Region 2		138000000	143600000	p	Radiolocation	
ITU Region 2		138000000	143600000	s	Space Research (space-to-Earth)	
ITU Region 2		143600000	143650000	p	Fixed	
ITU Region 2		143600000	143650000	p	Mobile	
ITU Region 2		143600000	143650000	p	Radiolocation	
ITU Region 2		143600000	143650000	p	Space Research (space-to-Earth)	
ITU Region 2		143650000	144000000	p	Fixed	
ITU Region 2		143650000	144000000	p	Mobile	
ITU Region 2		143650000	144000000	p	Radiolocation	
ITU Region 2		143650000	144000000	s	Space Research (space-to-Earth)	
ITU Region 2		144000000	146000000		-	5.216
ITU Region 2		144000000	146000000	p	Amateur	
ITU Region 2		144000000	146000000	p	Amateur-Satellite	
ITU Region 2		146000000	148000000		-	5.217
ITU Region 2		146000000	148000000	p	Amateur	
ITU Region 2		148000000	149900000		-	5.218,5.219,5.221
ITU Region 2		148000000	149900000	p	Fixed	
ITU Region 2		148000000	149900000	p	Mobile	
ITU Region 2		148000000	149900000	p	Mobile-Satellite (Earth-to-space) 	5.209
ITU Region 2		149900000	150050000		-	5.220,5.222,5.223
ITU Region 2		149900000	150050000	p	Mobile-Satellite (Earth-to-space) 	5.209,5.224A
ITU Region 2		149900000	150050000	p	Radionavigation-Satellite	5.224B
ITU Region 2		150050000	156487500		-	5.225,5.226
ITU Region 2		150050000	156487500	p	Fixed	
ITU Region 2		150050000	156487500	p	Mobile	
ITU Region 2		156487500	156562500		-	5.111,5.226,5.227
ITU Region 2		156487500	156562500	p	Maritime Mobile (distress and calling via DSC)	
ITU Region 2		156562500	156762500		-	5.225,5.226
ITU Region 2		156562500	156762500	p	Fixed	
ITU Region 2		156562500	156762500	p	Mobile	
ITU Region 2		156762500	156837500		-	5.111,5.226
ITU Region 2		156762500	156837500	p	Maritime Mobile (distress and calling)	
ITU Region 2		156837500	174000000		-	5.226,5.227A,5.230,5.231,5.232
ITU Region 2		156837500	174000000	p	Fixed	
ITU Region 2		156837500	174000000	p	Mobile	
ITU Region 2		174000000	216000000		-	5.234
ITU Region 2		174000000	216000000	p	Broadcasting	
ITU Region 2		174000000	216000000	s	Fixed	
ITU Region 2		174000000	216000000	s	Mobile	
ITU Region 2		216000000	220000000		-	5.242
ITU Region 2		216000000	220000000	p	Fixed	
ITU Region 2		216000000	220000000	p	Maritime Mobile	
ITU Region 2		216000000	220000000	s	Radiolocation	5.241
ITU Region 2		220000000	225000000	p	Amateur	
ITU Region 2		220000000	225000000	p	Fixed	
ITU Region 2		220000000	225000000	p	Mobile	
ITU Region 2		220000000	225000000	s	Radiolocation	5.241
ITU Region 2		225000000	235000000	p	Fixed	
ITU Region 2		225000000	235000000	p	Mobile	
ITU Region 2		235000000	267000000		-	5.111,5.252,5.254,5.256,5.256A
ITU Region 2		235000000	267000000	p	Fixed	
ITU Region 2		235000000	267000000	p	Mobile	
ITU Region 2		267000000	272000000		-	5.254,5.257
ITU Region 2		267000000	272000000	p	Fixed	
ITU Region 2		267000000	272000000	p	Mobile	
ITU Region 2		267000000	272000000	s	Space Operation (space-to-Earth)	
ITU Region 2		272000000	273000000		-	5.254
ITU Region 2		272000000	273000000	p	Space Operation (space-to-Earth)	
ITU Region 2		272000000	273000000	p	Fixed	
ITU Region 2		272000000	273000000	p	Mobile	
ITU Region 2		273000000	312000000		-	5.254
ITU Region 2		273000000	312000000	p	Fixed	
ITU Region 2		273000000	312000000	p	Mobile	
ITU Region 2		312000000	315000000	p	Fixed	
ITU Region 2		312000000	315000000	p	Mobile	
ITU Region 2		312000000	315000000	s	Mobile-Satellite (Earth-to-space) 	5.254,5.255
ITU Region 2		315000000	322000000		-	5.254
ITU Region 2		315000000	322000000	p	Fixed	
ITU Region 2		315000000	322000000	p	Mobile	
ITU Region 2		322000000	328600000		-	5.149
ITU Region 2		322000000	328600000	p	Fixed	
ITU Region 2		322000000	328600000	p	Mobile	
ITU Region 2		322000000	328600000	p	Radio Astronomy	
ITU Region 2		328600000	335400000		-	5.259
ITU Region 2		328600000	335400000	p	Aeronautical Radionavigation	5.258
ITU Region 2		335400000	387000000		-	5.254
ITU Region 2		335400000	387000000	p	Fixed	
ITU Region 2		335400000	387000000	p	Mobile	
ITU Region 2		387000000	390000000	p	Fixed	
ITU Region 2		387000000	390000000	p	Mobile	
ITU Region 2		387000000	390000000	s	Mobile-Satellite (space-to-Earth) 	5.208A,5.208B,5.254,5.255
ITU Region 2		390000000	399900000		-	5.254
ITU Region 2		390000000	399900000	p	Fixed	
ITU Region 2		390000000	399900000	p	Mobile	
ITU Region 2		399900000	400050000		-	5.22
ITU Region 2		399900000	400050000	p	Mobile-Satellite (Earth-to-space) 	5.209,5.224A
ITU Region 2		399900000	400050000	p	Radionavigation-Satellite	5.222,5.224B,5.260
ITU Region 2		400050000	400150000		-	5.261,5.262
ITU Region 2		400050000	400150000	p	Standard Frequency And Time Signal-Satellite (400.1 MHz)	
ITU Region 2		400150000	401000000		-	5.262,5.264
ITU Region 2		400150000	401000000	p	Meteorological Aids	
ITU Region 2		400150000	401000000	p	Meteorological-Satellite (space-to-Earth)	
