Region	Sub-table	lower_frequency	upper_frequency	Category	Service	Footnotes
ca		5730000	5900000	p	Mobile except aeronautical mobile (R)	
ca		5900000	5950000		-	5.136,C9
ca		5900000	5950000	p	Broadcasting	5.134
ca		5900000	5950000	p	Fixed	
ca		5900000	5950000	p	Mobile except aeronautical mobile (R)	
ca		5950000	6200000	p	Broadcasting 	
ca		6200000	6525000		-	C4
ca		6200000	6525000	p	Maritime Mobile	5.109,5.110,5.130,5.132
ca		6525000	6685000	p	Aeronautical Mobile (R)	
ca		6685000	6765000	p	Aeronautical Mobile (R)	
ca		6765000	7000000		-	5.138
ca		6765000	7000000	p	Fixed	
ca		6765000	7000000	p	Mobile except aeronautical mobile (R)	
ca		7000000	7100000	p	Amateur	
ca		7000000	7100000	p	Amateur-Satellite 	
ca		7100000	7300000		-	5.142
ca		7100000	7300000	p	Amateur	
ca		7300000	7400000		-	5.143,5.143D,C9
ca		7300000	7400000	p	Broadcasting	5.134
ca		7300000	7400000	p	Fixed	
ca		7300000	7400000	p	Mobile except aeronautical mobile (R)	
ca		7400000	8100000	p	Fixed	
ca		7400000	8100000	p	Mobile except aeronautical mobile (R)	
ca		8100000	8195000	p	Fixed	
ca		8100000	8195000	p	Maritime Mobile 	
ca		8195000	8815000		-	5.111
ca		8195000	8815000	p	Maritime Mobile	5.109,5.110,5.132,5.145
ca		8815000	8965000	p	Aeronautical Mobile (R)	
ca		8965000	9040000		-	C5
ca		8965000	9040000	p	Aeronautical Mobile ( OR )	
ca		9040000	9400000	p	Fixed 	
ca		9400000	9500000		-	5.146,C9
ca		9400000	9500000	p	Broadcasting	5.134
ca		9400000	9500000	p	Fixed	
ca		9500000	9900000		-	5.147
ca		9500000	9900000	p	Broadcasting	
ca		9900000	9995000	p	Fixed 	
ca		9995000	10003000		-	5.111
ca		9995000	10003000	p	Standard Frequency And Time Signal (10 000 kHz)	
ca		10003000	10005000		-	5.111
ca		10003000	10005000	p	Standard Frequency And Time Signal	
ca		10003000	10005000	s	Space Research	
ca		10005000	10100000		-	5.111
ca		10005000	10100000	p	Aeronautical Mobile (R)	
ca		10100000	10150000	p	Amateur	C6
ca		10150000	11175000	p	Fixed	
ca		10150000	11175000	s	Mobile except aeronautical mobile (R)	
ca		11175000	11275000		-	C5
ca		11175000	11275000	p	Aeronautical Mobile ( OR )	
ca		11275000	11400000	p	Aeronautical Mobile (R)	
ca		11400000	11600000	p	Fixed 	
ca		11600000	11650000		-	5.146,C9
ca		11600000	11650000	p	Broadcasting	5.134
ca		11600000	11650000	p	Fixed	
ca		11650000	12050000		-	5.147
ca		11650000	12050000	p	Broadcasting	
ca		12050000	12100000		-	5.146,C9
ca		12050000	12100000	p	Broadcasting	5.134
ca		12050000	12100000	p	Fixed	
ca		12100000	12230000	p	Fixed 	
ca		12230000	13200000	p	Maritime Mobile	5.109,5.110,5.132,5.145
ca		13200000	13260000		-	C5
ca		13200000	13260000	p	Aeronautical Mobile ( OR )	
ca		13260000	13360000	p	Aeronautical Mobile (R)	
ca		13360000	13410000		-	5.149
ca		13360000	13410000	p	Fixed	
ca		13360000	13410000	p	Radio Astronomy	
ca		13410000	13450000	p	Fixed	
ca		13410000	13450000	p	Mobile except aeronautical mobile (R)	
ca		13450000	13550000	p	Fixed	
ca		13450000	13550000	p	Mobile except aeronautical mobile (R)	
ca		13450000	13550000	p	Radiolocation	5.132A
ca		13550000	13570000		-	5.150
ca		13550000	13570000	p	Fixed	
ca		13550000	13570000	p	Mobile except aeronautical mobile (R)	
ca		13570000	13600000		-	5.151,C9
ca		13570000	13600000	p	Broadcasting	5.134
ca		13570000	13600000	p	Fixed	
ca		13570000	13600000	p	Mobile except aeronautical mobile (R)	
ca		13600000	13800000	p	Broadcasting 	
ca		13800000	13870000		-	5.151,C9
ca		13800000	13870000	p	Broadcasting	5.134
ca		13800000	13870000	p	Fixed	
ca		13800000	13870000	s	Mobile except aeronautical mobile (R)	
ca		13870000	14000000	p	Fixed	
ca		13870000	14000000	s	Mobile except aeronautical mobile (R)	
ca		14000000	14250000	p	Amateur	
ca		14000000	14250000	p	Amateur-Satellite 	
ca		14250000	14350000	p	Amateur 	
ca		14350000	14990000	p	Fixed	
ca		14350000	14990000	s	Mobile except aeronautical mobile (R)	
ca		14990000	15005000		-	5.111
ca		14990000	15005000	p	Standard Frequency And Time Signal (15 000 kHz)	
ca		15005000	15010000	p	Standard Frequency And Time Signal	
ca		15005000	15010000	s	Space Research	
ca		15010000	15100000		-	C5
ca		15010000	15100000	p	Aeronautical Mobile ( OR )	
ca		15100000	15600000	p	Broadcasting 	
ca		15600000	15800000		-	5.146,C9
ca		15600000	15800000	p	Broadcasting	5.134
ca		15600000	15800000	p	Fixed	
ca		15800000	16100000	p	Fixed 	
ca		16100000	16200000	p	Fixed	
ca		16100000	16200000	p	Radiolocation	5.145A
ca		16200000	16360000	p	Fixed 	
ca		16360000	17410000	p	Maritime Mobile	5.109,5.110,5.132,5.145
ca		17410000	17480000	p	Fixed 	
ca		17480000	17550000		-	5.146,C9
ca		17480000	17550000	p	Broadcasting	5.134
ca		17480000	17550000	p	Fixed	
ca		17550000	17900000	p	Broadcasting 	
ca		17900000	17970000	p	Aeronautical Mobile (R)	
ca		17970000	18030000		-	C5
ca		17970000	18030000	p	Aeronautical Mobile ( OR )	
ca		18030000	18052000	p	Fixed 	
ca		18052000	18068000	p	Fixed	
ca		18052000	18068000	s	Space Research	
ca		18068000	18168000	p	Amateur	
ca		18068000	18168000	p	Amateur-Satellite 	
ca		18168000	18780000	p	Fixed 	
ca		18780000	18900000	p	Maritime Mobile 	
ca		18900000	19020000		-	5.146,C9
ca		18900000	19020000	p	Broadcasting	5.134
ca		18900000	19020000	p	Fixed	
ca		19020000	19680000	p	Fixed 	
ca		19680000	19800000	p	Maritime Mobile	5.132
ca		19800000	19990000	p	Fixed 	
ca		19990000	19995000		-	5.111
ca		19990000	19995000	p	Standard Frequency And Time Signal	
ca		19990000	19995000	s	Space Research	
ca		19995000	20010000		-	5.111
ca		19995000	20010000	p	Standard Frequency And Time Signal (20 000 kHz)	
ca		20010000	21000000	p	Fixed	
ca		20010000	21000000	s	Mobile	
ca		21000000	21450000	p	Amateur	
ca		21000000	21450000	p	Amateur-Satellite 	
ca		21450000	21850000	p	Broadcasting 	
ca		21850000	21870000	p	Fixed 	
ca		21870000	21924000	p	Fixed	5.155B
ca		21924000	22000000	p	Aeronautical Mobile (R)	
ca		22000000	22855000	p	Maritime Mobile	5.132
ca		22855000	23000000	p	Fixed 	
ca		23000000	23200000	p	Fixed	
ca		23000000	23200000	s	Mobile except aeronautical mobile (R)	
ca		23200000	23350000	p	Aeronautical Mobile ( OR )	C5
ca		23350000	24000000	p	Fixed	
ca		23350000	24000000	p	Mobile except aeronautical mobile	5.157
ca		24000000	24450000	p	Fixed	
ca		24000000	24450000	p	Land Mobile 	
ca		24450000	24650000	p	Fixed	
ca		24450000	24650000	p	Land Mobile	
ca		24450000	24650000	p	Radiolocation	5.132A
ca		24650000	24890000	p	Fixed	
ca		24650000	24890000	p	Land Mobile 	
ca		24890000	24990000	p	Amateur	
ca		24890000	24990000	p	Amateur-Satellite 	
ca		24990000	25005000	p	Standard Frequency And Time Signal (25 000 kHz)	
ca		25005000	25010000	p	Standard Frequency And Time Signal	
ca		25005000	25010000	s	Space Research	
ca		25010000	25070000	p	Fixed	
ca		25010000	25070000	p	Mobile except aeronautical mobile	
ca		25070000	25210000	p	Maritime Mobile 	
ca		25210000	25550000	p	Fixed	
ca		25210000	25550000	p	Mobile except aeronautical mobile	
ca		25670000	26100000	p	Broadcasting 	
ca		26100000	26175000	p	Maritime Mobile	5.132
ca		26175000	26200000	p	Fixed	
ca		26175000	26200000	p	Mobile except aeronautical mobile	
ca		26200000	26420000	p	Fixed	
ca		26200000	26420000	p	Mobile except aeronautical mobile	
ca		26200000	26420000	p	Radiolocation	5.132A
ca		26420000	27500000		-	5.150
ca		26420000	27500000	p	Fixed	
ca		26420000	27500000	p	Mobile except aeronautical mobile	
ca		27500000	28000000	p	Mobile	
ca		27500000	28000000	s	Fixed	
ca		28000000	29700000	p	Amateur	
ca		28000000	29700000	p	Amateur-Satellite 	
ca		29700000	30005000	p	Mobile	
ca		29700000	30005000	s	Fixed	
ca		30005000	30010000	p	Mobile	
ca		30005000	30010000	p	Space Research	
ca		30005000	30010000	s	Fixed	
ca		30010000	37500000	p	Mobile	
ca		30010000	37500000	s	Fixed	
ca		37500000	38250000		-	5.149
ca		37500000	38250000	p	Mobile	
ca		37500000	38250000	s	Fixed	
ca		37500000	38250000	s	Radio Astronomy	
ca		38250000	39986000	p	Mobile	
ca		38250000	39986000	s	Fixed	
ca		39986000	40020000	p	Mobile	
ca		39986000	40020000	s	Fixed	
ca		39986000	40020000	s	Space Research	
ca		40020000	40980000		-	5.150
ca		40020000	40980000	p	Mobile	
ca		40020000	40980000	s	Fixed	
ca		40980000	41015000	p	Mobile	
ca		40980000	41015000	s	Fixed	
ca		40980000	41015000	s	Space Research	
ca		41015000	50000000	p	Mobile	
ca		41015000	50000000	s	Fixed	
ca		50000000	54000000	p	Amateur 	
ca		54000000	72000000	p	Broadcasting 	
ca		72000000	73000000	p	Fixed	
ca		72000000	73000000	p	Mobile 	
ca		73000000	74600000	p	Radio Astronomy 	
ca		74600000	74800000	p	Fixed	
ca		74600000	74800000	p	Mobile 	
ca		74800000	75200000		-	5.180
ca		74800000	75200000	p	Aeronautical Radionavigation	
ca		75200000	76000000	p	Fixed	
ca		75200000	76000000	p	Mobile 	
ca		76000000	108000000	p	Broadcasting 	
ca		108000000	117975000		-	5.197A
ca		108000000	117975000	p	Aeronautical Radionavigation	
ca		117975000	137000000		-	5.111,5.200
ca		117975000	137000000	p	Aeronautical Mobile (R)	
ca		137000000	138000000		-	5.208
ca		137000000	138000000	p	Meteorological-Satellite (space-to-Earth)	
ca		137000000	138000000	p	Mobile-Satellite (space-to-Earth)	5.208A,5.208B,5.209
ca		137000000	138000000	p	Space Operation (space-to-Earth)	
ca		137000000	138000000	p	Space Research (space-to-Earth)	
ca		138000000	144000000	p	Fixed	
ca		138000000	144000000	p	Land Mobile	
ca		138000000	144000000	s	Space Research (space-to-Earth)	
ca		144000000	146000000	p	Amateur	
ca		144000000	146000000	p	Amateur-Satellite 	
ca		146000000	148000000	p	Amateur 	
ca		148000000	149900000		-	5.218,5.219
ca		148000000	149900000	p	Fixed	
ca		148000000	149900000	p	Land Mobile	
ca		148000000	149900000	p	Mobile-Satellite (Earth-to-space) 5.209	C26
ca		149900000	150050000		-	5.220,5.222,5.223
ca		149900000	150050000	p	Mobile-Satellite (Earth-to-space)	5.209,5.224A
ca		149900000	150050000	p	Radionavigation-Satellite	5.224B
ca		150050000	156487500		-	5.226
ca		150050000	156487500	p	Mobile	
ca		150050000	156487500	s	Fixed	
ca		156487500	156562500		-	5.111,5.226,C32
ca		156487500	156562500	p	Maritime Mobile (distress and calling via DSC )	
ca		156562500	156762500		-	5.226
ca		156562500	156762500	p	Mobile	
ca		156562500	156762500	s	Fixed	
ca		156762500	156787500		-	5.111,5.226,5.228
ca		156762500	156787500	p	Maritime Mobile	
ca		156762500	156787500	p	Mobile-Satellite (Earth-to-space)	
ca		156787500	156812500		-	5.111,5.226
ca		156787500	156812500	p	Maritime Mobile (distress and calling)	
ca		156812500	156837500		-	5.111,5.226,5.228
ca		156812500	156837500	p	Maritime Mobile	
ca		156812500	156837500	p	Mobile-Satellite (Earth-to-space)	
ca		156837500	161962500		-	5.226
ca		156837500	161962500	p	Mobile	
ca		156837500	161962500	s	Fixed	
ca		161962500	161987500		-	5.228C,5.228D,C53
ca		161962500	161987500	p	Aeronautical Mobile ( OR )	
ca		161962500	161987500	p	Maritime Mobile	
ca		161962500	161987500	p	Mobile-Satellite (Earth-to-space)	
ca		161987500	162012500		-	5.226
ca		161987500	162012500	p	Mobile	
ca		161987500	162012500	s	Fixed	
ca		162012500	162037500		-	5.228C,5.228D,C53
ca		162012500	162037500	p	Aeronautical Mobile ( OR )	
ca		162012500	162037500	p	Maritime Mobile	
ca		162012500	162037500	p	Mobile-Satellite (Earth-to-space)	
ca		162037500	174000000		-	5.226
ca		162037500	174000000	p	Mobile	
ca		162037500	174000000	s	Fixed	
ca		174000000	216000000	p	Broadcasting 	
ca		216000000	220000000	p	Fixed	
ca		216000000	220000000	p	Land Mobile	5.242
ca		216000000	220000000	p	Maritime Mobile	
ca		216000000	220000000	s	Amateur	C11
ca		220000000	222000000	p	Fixed	
ca		220000000	222000000	p	Mobile	
ca		220000000	222000000	s	Amateur	C11
ca		222000000	225000000	p	Amateur 	
ca		225000000	312000000		-	5.111,5.254,5.256,C5
ca		225000000	312000000	p	Fixed	
ca		225000000	312000000	p	Mobile	
ca		312000000	315000000		-	C5
ca		312000000	315000000	p	Fixed	
ca		312000000	315000000	p	Mobile	
ca		312000000	315000000	s	Mobile-Satellite (Earth-to-space)	5.254,5.255
ca		315000000	328600000		-	5.254,C5
ca		315000000	328600000	p	Fixed	
ca		315000000	328600000	p	Mobile	
ca		328600000	335400000		-	5.258
ca		328600000	335400000	p	Aeronautical Radionavigation	
ca		335400000	387000000		-	5.254,C5
ca		335400000	387000000	p	Fixed	
ca		335400000	387000000	p	Mobile	
ca		387000000	390000000		-	C5
ca		387000000	390000000	p	Fixed	
ca		387000000	390000000	p	Mobile	
ca		387000000	390000000	s	Mobile-Satellite (space-to-Earth)	5.208A,5.208B,5.254,5.255
ca		390000000	399900000		-	5.254,C5
ca		390000000	399900000	p	Fixed	
ca		390000000	399900000	p	Mobile	
ca		399900000	400050000		-	5.220,C19
ca		399900000	400050000	p	Mobile-Satellite (Earth-to-space)	5.209,5.224A
ca		399900000	400050000	p	Radionavigation-Satellite	5.222,5.224B,5.260
ca		400050000	400150000		-	5.261
ca		400050000	400150000	p	Standard Frequency And Time Signal-Satellite (400.1 MHz)	
ca		400150000	401000000		-	5.264
ca		400150000	401000000	p	Meteorological Aids	
ca		400150000	401000000	p	Meteorological-Satellite (space-to-Earth)	
ca		400150000	401000000	p	Mobile-Satellite (space-to-Earth)	5.208A,5.208B,5.209
ca		400150000	401000000	p	Space Research (space-to-Earth)	5.263
ca		400150000	401000000	s	Space Operation (space-to-Earth)	
ca		401000000	402000000	p	Earth Exploration-Satellite (Earth-to-space)	
ca		401000000	402000000	p	Meteorological Aids	
ca		401000000	402000000	p	Meteorological-Satellite (Earth-to-space)	
ca		401000000	402000000	p	Space Operation (space-to-Earth)	
ca		401000000	402000000	s	Fixed	
ca		401000000	402000000	s	Mobile except aeronautical mobile	
ca		402000000	403000000	p	Earth Exploration-Satellite (Earth-to-space)	
ca		402000000	403000000	p	Meteorological Aids	
ca		402000000	403000000	p	Meteorological-Satellite (Earth-to-space)	
ca		402000000	403000000	s	Fixed	
ca		402000000	403000000	s	Mobile except aeronautical mobile	
ca		403000000	406000000	p	Meteorological Aids	
ca		403000000	406000000	s	Fixed	
ca		403000000	406000000	s	Mobile except aeronautical mobile	
ca		406000000	406100000		-	5.266,5.267
ca		406000000	406100000	p	Mobile-Satellite (Earth-to-space)	
ca		406100000	410000000		-	5.149
ca		406100000	410000000	p	Mobile except aeronautical mobile	
ca		406100000	410000000	p	Radio Astronomy	
ca		406100000	410000000	s	Fixed	
ca		410000000	414000000	p	Mobile except aeronautical mobile	
ca		410000000	414000000	p	Space Research (space-to-space)	5.268
ca		410000000	414000000	s	Fixed	
ca		414000000	415000000	p	Fixed	
ca		414000000	415000000	p	Space Research (space-to-space)	5.268
ca		414000000	415000000	s	Mobile except aeronautical mobile	
ca		415000000	419000000	p	Mobile except aeronautical mobile	
ca		415000000	419000000	p	Space Research (space-to-space)	5.268
ca		415000000	419000000	s	Fixed	
ca		419000000	420000000	p	Fixed	
ca		419000000	420000000	p	Space Research (space-to-space)	5.268
ca		419000000	420000000	s	Mobile except aeronautical mobile	
ca		420000000	430000000		-	C10
ca		420000000	430000000	p	Mobile except aeronautical mobile	
ca		420000000	430000000	s	Fixed	
ca		430000000	432000000	p	Radiolocation	
ca		430000000	432000000	s	Amateur 	
ca		432000000	438000000		-	5.282
ca		432000000	438000000	p	Radiolocation	
ca		432000000	438000000	s	Amateur	
ca		432000000	438000000	s	Earth Exploration-Satellite (active)	5.279A
ca		438000000	450000000		-	5.286
ca		438000000	450000000	p	Radiolocation	5.285
ca		438000000	450000000	s	Amateur	5.284
ca		450000000	455000000		-	5.209,5.286,5.286A,5.286B,5.286C,5.286D,C26A,C26B
ca		450000000	455000000	p	Mobile 5.286 AA	C23
ca		450000000	455000000	s	Fixed	
ca		455000000	456000000		-	C26A,C26B
ca		455000000	456000000	p	Fixed	
ca		455000000	456000000	p	Mobile 5.286 AA	C23
ca		455000000	456000000	p	Mobile-Satellite (Earth-to-space)	5.209,5.286A,5.286B,5.286C
ca		456000000	459000000	p	Mobile 5.286 AA 5.287	C23
ca		456000000	459000000	s	Fixed	
ca		459000000	460000000		-	C26A,C26B
ca		459000000	460000000	p	Fixed	
ca		459000000	460000000	p	Mobile 5.286 AA	C23
ca		459000000	460000000	p	Mobile-Satellite (Earth-to-space)	5.209,5.286A,5.286B,5.286C
ca		460000000	470000000		-	5.289
ca		460000000	470000000	p	Mobile 5.286 AA 5.287	C23
ca		460000000	470000000	s	Fixed	
ca		470000000	608000000		-	5.293,5.297,C24
ca		470000000	608000000	p	Broadcasting	
ca		608000000	614000000	p	Radio Astronomy	
ca		608000000	614000000	s	Mobile-Satellite except aeronautical mobile-satellite (Earth-to-space)	
ca		614000000	698000000		-	5.293,C24
ca		614000000	698000000	p	Broadcasting	
ca		698000000	806000000		-	5.293
ca		698000000	806000000	p	Broadcasting	
ca		698000000	806000000	p	Fixed	
ca		698000000	806000000	p	Mobile 5.317A	C7
ca		806000000	890000000		-	5.317,5.318
ca		806000000	890000000	p	Mobile 5.317A	C7
ca		806000000	890000000	s	Fixed	
ca		890000000	902000000		-	5.318
ca		890000000	902000000	p	Fixed	
ca		890000000	902000000	p	Mobile except aeronautical mobile 5.317A	C7
ca		890000000	902000000	s	Radiolocation	C5A
ca		902000000	928000000		-	5.150
ca		902000000	928000000	p	Fixed	
ca		902000000	928000000	p	Radiolocation	C5A
ca		902000000	928000000	s	Amateur	
ca		902000000	928000000	s	Mobile except aeronautical mobile	
ca		928000000	929000000	p	Fixed	
ca		928000000	929000000	p	Mobile except aeronautical mobile 5.317A	C7
ca		928000000	929000000	s	Radiolocation	C5A
ca		929000000	932000000	p	Mobile except aeronautical mobile 5.317A	C7
ca		929000000	932000000	s	Fixed	
ca		929000000	932000000	s	Radiolocation	C5A
ca		932000000	932500000	p	Fixed	
ca		932000000	932500000	p	Mobile except aeronautical mobile 5.317A	C7
ca		932000000	932500000	s	Radiolocation	C5A
ca		932500000	935000000	p	Fixed	
ca		932500000	935000000	s	Mobile except aeronautical mobile 5.317A	C7
ca		932500000	935000000	s	Radiolocation	C5A
ca		935000000	941000000	p	Mobile except aeronautical mobile 5.317A	C7
ca		935000000	941000000	s	Fixed	
ca		935000000	941000000	s	Radiolocation	C5A
ca		941000000	941500000	p	Fixed	
ca		941000000	941500000	p	Mobile except aeronautical mobile 5.317A	C7
ca		941000000	941500000	s	Radiolocation	C5A
ca		941500000	942000000	p	Fixed	
ca		941500000	942000000	s	Mobile except aeronautical mobile 5.317A	C7
ca		941500000	942000000	s	Radiolocation	C5A
ca		942000000	944000000	p	Fixed	
ca		942000000	944000000	s	Mobile 5.317A	C7
ca		944000000	952000000	p	Fixed	
ca		944000000	952000000	p	Mobile 5.317A	C7
ca		952000000	956000000	p	Fixed	
ca		952000000	956000000	p	Mobile 5.317A	C7
ca		956000000	960000000	p	Fixed	
ca		956000000	960000000	s	Mobile 5.317A	C7
ca		960000000	1164000000	p	Aeronautical Mobile (R)	5.327A
ca		960000000	1164000000	p	Aeronautical Radionavigation	5.328
ca		1164000000	1215000000		-	5.328A
ca		1164000000	1215000000	p	Aeronautical Radionavigation	5.328
ca		1164000000	1215000000	p	Radionavigation-Satellite (space-to-Earth)(space-to-space)	5.328B
ca		1215000000	1240000000		-	5.332
ca		1215000000	1240000000	p	Earth Exploration-Satellite (active)	
ca		1215000000	1240000000	p	Radiolocation	
ca		1215000000	1240000000	p	Radionavigation-Satellite (space-to-Earth) (space-to-space)	5.328B,5.329,5.329A
ca		1215000000	1240000000	p	Space Research (active)	
ca		1240000000	1300000000		-	5.282,5.331,5.332,5.335,5.335A
ca		1240000000	1300000000	p	Earth Exploration-Satellite (active)	
ca		1240000000	1300000000	p	Radiolocation	
ca		1240000000	1300000000	p	Radionavigation-Satellite (space-to-Earth)(space-to-space)	5.328B,5.329,5.329A
ca		1240000000	1300000000	p	Space Research (active)	
ca		1240000000	1300000000	s	Amateur	
ca		1300000000	1350000000		-	5.149,5.337A
ca		1300000000	1350000000	p	Aeronautical Radionavigation	5.337
ca		1300000000	1350000000	p	Radiolocation	
ca		1300000000	1350000000	p	Radionavigation-Satellite (Earth-to-space)	
ca		1350000000	1390000000		-	5.149,5.334,5.338A,5.339,C5,C27
ca		1350000000	1390000000	p	Fixed	
ca		1350000000	1390000000	p	Mobile	
ca		1350000000	1390000000	p	Radiolocation	
ca		1390000000	1400000000		-	5.149,5.339,C27B
ca		1390000000	1400000000	p	Fixed	
ca		1390000000	1400000000	p	Mobile	
ca		1400000000	1427000000		-	5.340,5.341
ca		1400000000	1427000000	p	Earth Exploration-Satellite (passive)	
